latitude,longitude,data_id,event_type_code,event_type,fatalities,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,assoc_actor_1,inter1,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,geo_precision,source_scale,timestamp,iso3
33.5508,68.4225,1684297,2,Battle-No change of territory,6,4,AFG11134,11134,7/3/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,2,International,1531175870,AFG
34.2409,70.1827,1684298,2,Battle-No change of territory,0,4,AFG11135,11135,7/3/2018,2018,2,,2,,3,23,Southern Asia,Afghanistan,Nangarhar,Khogyani,,Kaga,2,National-International,1531175870,AFG
34.9252,71.3069,1684299,6,Remote violence,1,4,AFG11136,11136,7/3/2018,2018,1,Military Forces of United States,8,,2,28,Southern Asia,Afghanistan,Kunar,Shaygal Aw Shiltan,,Chowam,2,National-International,1531175870,AFG
33.198,68.108,1684300,2,Battle-No change of territory,6,4,AFG11137,11137,7/3/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Qarabagh,,Qarabagh,2,International,1531175870,AFG
34.5195,65.2509,1684301,2,Battle-No change of territory,9,4,AFG11138,11138,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Ghor,Chaghcharan,,Chaghcharan,3,National,1531175870,AFG
34.4265,70.4515,1684302,6,Remote violence,0,4,AFG11139,11139,7/3/2018,2018,2,,2,,0,20,Southern Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,1,National-International,1531175870,AFG
37.0025,70.9066,1684303,2,Battle-No change of territory,8,4,AFG11140,11140,7/3/2018,2018,1,,2,,3,23,Southern Asia,Afghanistan,Badakshan,Baharak,,Baharak,2,International,1531175870,AFG
31.5938,64.3716,1684304,2,Battle-No change of territory,9,4,AFG11141,11141,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,3,National,1531175870,AFG
31.6323,64.2645,1684305,2,Battle-No change of territory,7,4,AFG11142,11142,7/3/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Nad Ali,,Nad-e Ali,2,International,1531175870,AFG
32.0849,66.0004,1684306,2,Battle-No change of territory,32,4,AFG11143,11143,7/3/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Kandahar,Shah Wali Kot,,Shah Wali Kot,2,International,1531175870,AFG
33.3395,69.9204,1684307,2,Battle-No change of territory,10,4,AFG11144,11144,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Khost,Khost,,Khost,3,National,1531175870,AFG
36.729,68.857,1684308,2,Battle-No change of territory,9,4,AFG11145,11145,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Kunduz,Kunduz,,Kunduz,3,National,1531175870,AFG
34.6714,70.2094,1684309,2,Battle-No change of territory,10,4,AFG11146,11146,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Laghman,Mehtar Lam,,Mehtar Lam,3,National,1531175870,AFG
34.4265,70.4515,1684310,2,Battle-No change of territory,10,4,AFG11147,11147,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,3,National,1531175870,AFG
30.9667,61.8833,1684311,2,Battle-No change of territory,9,4,AFG11148,11148,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Nimruz,Zaranj,,Zaranj,3,National,1531175870,AFG
33.5974,69.2259,1684312,2,Battle-No change of territory,10,4,AFG11149,11149,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Paktia,Gardez,,Gardez,3,National,1531175870,AFG
36.7341,69.5336,1684313,2,Battle-No change of territory,9,4,AFG11150,11150,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Takhar,Taluqan,,Taloqan,3,National,1531175870,AFG
32.9299,66.6891,1684314,2,Battle-No change of territory,37,4,AFG11151,11151,7/3/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Khas Uruzgan,,Khas Uruzgan,2,International,1531175870,AFG
32.6268,65.8733,1684315,2,Battle-No change of territory,9,4,AFG11152,11152,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,,Tarinkot,3,National,1531175870,AFG
34.3956,68.8662,1684316,2,Battle-No change of territory,10,4,AFG11153,11153,7/3/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Wardak,Maidan Shar,,Maidan Shar,3,National,1531175870,AFG
33.1757,68.7304,1684317,6,Remote violence,7,4,AFG11154,11154,7/3/2018,2018,1,,1,Unidentified Armed Group (Pakistan),3,13,Southern Asia,Afghanistan,Paktika,Sharana,,Sharan,3,National,1531175870,AFG
34.0502,68.9937,1684318,2,Battle-No change of territory,20,4,AFG11155,11155,7/3/2018,2018,2,Military Forces of Afghanistan (2004-),1,,2,12,Southern Asia,Afghanistan,Logar,Pul i Alam,,Alozi,2,National,1531175870,AFG
34.5897,69.7625,1684319,2,Battle-No change of territory,6,4,AFG11156,11156,7/3/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Kabul,Surobi,,Surobi,2,National-International,1531175870,AFG
34.2409,70.1827,1684320,2,Battle-No change of territory,6,4,AFG11157,11157,7/3/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Nangarhar,Khogyani,,Kaga,2,National,1531175870,AFG
35.9213,64.7841,1684266,2,Battle-No change of territory,4,4,AFG11103,11103,7/2/2018,2018,1,,1,JMI: Junbish-i-Milli Islami,1,11,Southern Asia,Afghanistan,Faryab,Maymana,,Maymana,1,National-International,1531175870,AFG
37.4212,70.6563,1684267,8,Strategic development,0,4,AFG11104,11104,7/2/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Badakshan,Kohistan,,Kohistan,2,National-International,1531175870,AFG
36.691,68.7965,1684268,2,Battle-No change of territory,8,4,AFG11105,11105,7/2/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Chardara,,Chardara,2,International,1531175870,AFG
33.198,68.108,1684269,6,Remote violence,8,4,AFG11106,11106,7/2/2018,2018,1,Military Forces of United States,8,,2,28,Southern Asia,Afghanistan,Ghazni,Qarabagh,,Qarabagh,2,National,1531175870,AFG
33.5239,67.2058,1684270,2,Battle-No change of territory,3,4,AFG11107,11107,7/2/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Ajristan,,Sangar,2,National,1531175870,AFG
33.3246,68.4407,1684271,2,Battle-No change of territory,9,4,AFG11108,11108,7/2/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Andar,,Miray,2,National,1531175870,AFG
32.8201,67.7693,1684272,2,Battle-No change of territory,9,4,AFG11109,11109,7/2/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Muqur,,Muqur,2,National,1531175870,AFG
34.5897,69.7625,1684273,6,Remote violence,6,4,AFG11110,11110,7/2/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kabul,Surobi,,Surobi,3,National,1531175870,AFG
33.9953,69.0227,1684274,2,Battle-No change of territory,3,4,AFG11111,11111,7/2/2018,2018,1,,2,Military Forces of United States,8,28,Southern Asia,Afghanistan,Logar,Pul i Alam,,Puli Alam,2,National-International,1531175870,AFG
35.9774,65.3783,1684220,2,Battle-No change of territory,0,4,AFG11057,11057,7/1/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Jowzjan,Darzab,,Darzab,2,National-International,1531175870,AFG
34.949,70.7822,1684221,2,Battle-No change of territory,1,4,AFG11058,11058,7/1/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Kunar,Chapa Dara,,Chapa Dara,2,National,1531175870,AFG
34.4004,70.4628,1684222,2,Battle-No change of territory,1,4,AFG11059,11059,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Behsud,,Qalah-ye Muqam Khan,1,National,1531175870,AFG
34.6925,70.9264,1684223,2,Battle-No change of territory,3,4,AFG11060,11060,7/1/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Kunar,Chawkay,,Chawkay,2,National,1531175870,AFG
35.3821,64.7566,1684224,6,Remote violence,6,4,AFG11061,11061,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Faryab,Kohistan,,Qala,2,National-International,1531175870,AFG
35.9202,64.7809,1684225,6,Remote violence,6,4,AFG11062,11062,7/1/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Faryab,Pashtun Kot,,Pashtun Kot,2,National,1531175870,AFG
35.9202,64.7809,1684226,6,Remote violence,24,4,AFG11063,11063,7/1/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Faryab,Pashtun Kot,,Pashtun Kot,2,National-International,1531175870,AFG
34.0923,70.469,1684227,6,Remote violence,2,4,AFG11064,11064,7/1/2018,2018,1,Military Forces of United States,8,,2,28,Southern Asia,Afghanistan,Nangarhar,Dih Bala,,Dih Bala,2,National-International,1531175870,AFG
32.3278,67.8886,1684228,6,Remote violence,3,4,AFG11065,11065,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Nawa,,Nawa,2,National,1531175870,AFG
32.3278,67.8886,1684229,2,Battle-No change of territory,1,4,AFG11066,11066,7/1/2018,2018,2,,2,Police Forces of Afghanistan (2004-),1,12,Southern Asia,Afghanistan,Ghazni,Nawa,,Nawa,2,National,1531175870,AFG
32.3008,65.0964,1721014,6,Remote violence,6,4,AFG11067,11067,7/1/2018,2018,2,NATO: North Atlantic Treaty Organization,1,,2,12,Southern Asia,Afghanistan,Helmand,Kajaki,,Kajaki,2,National-International,1531775726,AFG
31.8209,64.57,1721015,6,Remote violence,6,4,AFG11068,11068,7/1/2018,2018,2,NATO: North Atlantic Treaty Organization,1,,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,,Girishk,2,National-International,1531775726,AFG
32.0728,64.8359,1721016,6,Remote violence,6,4,AFG11069,11069,7/1/2018,2018,2,NATO: North Atlantic Treaty Organization,1,,2,12,Southern Asia,Afghanistan,Helmand,Sangin,,Sangin,2,National-International,1531775726,AFG
35.9774,65.3783,1684233,8,Strategic development,0,4,AFG11070,11070,7/1/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Jowzjan,Darzab,,Darzab,2,National-International,1531175870,AFG
32.0849,66.0004,1684234,2,Battle-No change of territory,15,4,AFG11071,11071,7/1/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Kandahar,Shah Wali Kot,,Shah Wali Kot,2,National,1531175870,AFG
33.5508,68.4225,1684235,6,Remote violence,0,4,AFG11072,11072,7/1/2018,2018,2,Military Forces of United States,8,,3,38,Southern Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,3,National,1531175870,AFG
34.4265,70.4515,1684236,6,Remote violence,20,4,AFG11073,11073,7/1/2018,2018,1,,2,Sikh Group (Afghanistan); Hindu Group (Afghanistan),7,27,Southern Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,1,National-International,1531175870,AFG
34.2409,70.1827,1684237,2,Battle-No change of territory,3,4,AFG11074,11074,7/1/2018,2018,2,,2,,8,28,Southern Asia,Afghanistan,Nangarhar,Khogyani,,Kaga,2,National-International,1531175870,AFG
34.9874,63.1289,1684238,2,Battle-No change of territory,2,4,AFG11075,11075,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Badghis,Qala i Naw,,Qala i Naw,3,National,1531175870,AFG
36.2553,64.8138,1684239,2,Battle-No change of territory,4,4,AFG11076,11076,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Faryab,Shirin Tagab,,Shirin Tagab,2,National,1531175870,AFG
31.5938,64.3716,1684240,2,Battle-No change of territory,1,4,AFG11077,11077,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,3,National,1531175870,AFG
32.0728,64.8359,1684241,2,Battle-No change of territory,0,4,AFG11078,11078,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Helmand,Sangin,,Sangin,2,National,1531175870,AFG
34.3482,62.1997,1684242,2,Battle-No change of territory,2,4,AFG11079,11079,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Herat,Hirat,,Herat,3,National,1531175870,AFG
31.5938,64.3716,1684243,6,Remote violence,0,4,AFG11080,11080,7/1/2018,2018,2,Military Forces of United States,8,,3,38,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,3,National,1531175870,AFG
32.6268,65.8733,1684244,6,Remote violence,0,4,AFG11081,11081,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,,Tarinkot,3,National,1531175870,AFG
36.6676,65.7529,1684245,2,Battle-No change of territory,2,4,AFG11082,11082,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Jowzjan,Shibirghan,,Shibirghan,3,National,1531175870,AFG
33.3395,69.9204,1684246,2,Battle-No change of territory,2,4,AFG11083,11083,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Khost,Khost,,Khost,3,National,1531175870,AFG
34.4265,70.4515,1684247,2,Battle-No change of territory,2,4,AFG11084,11084,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,3,National,1531175870,AFG
30.9667,61.8833,1684248,2,Battle-No change of territory,2,4,AFG11085,11085,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Nimruz,Zaranj,,Zaranj,3,National,1531175870,AFG
36.2154,65.9325,1684249,2,Battle-No change of territory,2,4,AFG11086,11086,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Sar-e Pol,Sar-e Pol,,Sar-e Pol,3,National,1531175870,AFG
33.0517,66.7421,1684250,2,Battle-No change of territory,21,4,AFG11087,11087,7/1/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Chora,,Chora,2,National-International,1531175870,AFG
32.6268,65.8733,1684251,6,Remote violence,0,4,AFG11088,11088,7/1/2018,2018,2,Military Forces of United States,8,,3,38,Southern Asia,Afghanistan,Urozgan,Tarinkot,,Tarinkot,3,National,1531175870,AFG
33.0517,66.7421,1684252,2,Battle-No change of territory,5,4,AFG11089,11089,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Chora,,Chora,2,National-International,1531175870,AFG
32.6232,65.4579,1684253,2,Battle-No change of territory,21,4,AFG11090,11090,7/1/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Deh Rahwod,,Deh Rahwod,2,National-International,1531175870,AFG
32.9299,66.6891,1684254,2,Battle-No change of territory,22,4,AFG11091,11091,7/1/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Khas Uruzgan,,Khas Uruzgan,2,National-International,1531175870,AFG
32.928,65.4813,1684255,2,Battle-No change of territory,4,4,AFG11092,11092,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Shahidi Hassas,,Shahidi Hassas,2,National-International,1531175870,AFG
32.6268,65.8733,1684256,2,Battle-No change of territory,2,4,AFG11093,11093,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,,Tarinkot,3,National,1531175870,AFG
32.6268,65.8733,1684257,2,Battle-No change of territory,9,4,AFG11094,11094,7/1/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,,Tarinkot,3,Subnational-International,1531175870,AFG
34.3956,68.8662,1684258,2,Battle-No change of territory,2,4,AFG11095,11095,7/1/2018,2018,2,,1,Islamic State (Afghanistan),2,12,Southern Asia,Afghanistan,Wardak,Maidan Shar,,Maidan Shar,3,National,1531175870,AFG
36.1166,64.864,1684259,6,Remote violence,0,4,AFG11096,11096,7/1/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Faryab,Khwaja Sabz Posh,,Bai Mughali,2,National-International,1531175870,AFG
33.3883,68.3201,1684260,6,Remote violence,5,4,AFG11097,11097,7/1/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Ghazni,,Chaghari,2,National-International,1531175870,AFG
33.5508,68.4225,1684261,6,Remote violence,4,4,AFG11098,11098,7/1/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,2,National-International,1531175870,AFG
33.198,68.108,1684262,2,Battle-No change of territory,2,4,AFG11099,11099,7/1/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Qarabagh,,Qarabagh,2,National-International,1531175870,AFG
31.5938,64.3716,1684263,7,Riots/Protests,0,4,AFG11100,11100,7/1/2018,2018,2,,6,,0,60,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,1,National-International,1531175870,AFG
33.6457,62.2696,1684264,7,Riots/Protests,0,4,AFG11101,11101,7/1/2018,2018,2,,6,,0,60,Southern Asia,Afghanistan,Herat,Adraskan,,Adraskan,2,Subnational-International,1531175870,AFG
34.2774,70.3618,1684265,2,Battle-No change of territory,13,4,AFG11102,11102,7/1/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Nangarhar,Chaparhar,,Chaparhar,2,National-International,1531175870,AFG
32.0728,64.8359,1721021,6,Remote violence,0,4,AFG11235,11235,7/1/2018,2018,2,,8,,0,80,Southern Asia,Afghanistan,Helmand,Sangin,,Sangin,2,Subnational-International,1531775726,AFG
37.2216,69.4975,1684192,2,Battle-No change of territory,2,4,AFG11012,11012,6/30/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Takhar,Dashti Qala,,Dashti Qala,2,National,1531175870,AFG
37.1333,69.45,1671244,2,Battle-No change of territory,6,4,AFG11028,11028,6/30/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Takhar,Darqad,,Aikhanom,2,International,1530558314,AFG
35.9446,68.7151,1671245,7,Riots/Protests,0,4,AFG11029,11029,6/30/2018,2018,1,,6,,0,60,Southern Asia,Afghanistan,Baghlan,Pul-e Khumri,,Pul-e Khumri,1,National,1530558314,AFG
34.4708,68.6544,1671246,8,Strategic development,3,4,AFG11030,11030,6/30/2018,2018,2,,2,,0,20,Southern Asia,Afghanistan,Wardak,Jalrez,,Jalrez,2,National,1530558314,AFG
34.949,70.7822,1684199,2,Battle-No change of territory,2,4,AFG11036,11036,6/30/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Kunar,Chapa Dara,,Chapa Dara,2,National,1531175870,AFG
34.6925,70.9264,1684200,2,Battle-No change of territory,4,4,AFG11037,11037,6/30/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Kunar,Chawkay,,Chawkay,2,National,1531175870,AFG
34.2998,70.378,1684201,6,Remote violence,3,4,AFG11038,11038,6/30/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Achin,,Sra Kala,2,National-International,1531175870,AFG
34.0923,70.469,1684202,6,Remote violence,2,4,AFG11039,11039,6/30/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Dih Bala,,Dih Bala,2,National-International,1531175870,AFG
34.3482,62.1997,1684203,2,Battle-No change of territory,9,4,AFG11040,11040,6/30/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Herat,Hirat,,Herat,3,National,1531175870,AFG
34.5897,69.7625,1684204,2,Battle-No change of territory,3,4,AFG11041,11041,6/30/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Kabul,Surobi,,Surobi,2,National-International,1531175870,AFG
31.5938,64.3716,1684205,2,Battle-No change of territory,5,4,AFG11042,11042,6/30/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,1,National,1531175870,AFG
32.6357,62.4654,1684206,2,Battle-No change of territory,6,4,AFG11043,11043,6/30/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Farah,Bala Buluk,,Bala Buluk,2,National,1531175870,AFG
31.8209,64.57,1684207,2,Battle-No change of territory,14,4,AFG11044,11044,6/30/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,,Girishk,2,National,1531175870,AFG
35.0187,64.2031,1684208,6,Remote violence,6,4,AFG11045,11045,6/30/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Badghis,Jawand,,Deh-e Garm,2,National,1531175870,AFG
35.0636,64.1492,1684209,6,Remote violence,6,4,AFG11046,11046,6/30/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Badghis,Jawand,,Jawand,2,National,1531175870,AFG
33.3246,68.4407,1684210,2,Battle-No change of territory,0,4,AFG11047,11047,6/30/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Andar,,Miray,2,Subnational-International,1531175870,AFG
33.6881,68.4019,1684211,2,Battle-No change of territory,0,4,AFG11048,11048,6/30/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Khwaja Umari,,Khwaja Umari,2,Subnational-International,1531175870,AFG
34.2072,69.2521,1684212,2,Battle-No change of territory,3,4,AFG11049,11049,6/30/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Logar,Mohammad Agha,,Abparan,2,National-International,1531175870,AFG
32.6268,65.8733,1684213,7,Riots/Protests,0,4,AFG11050,11050,6/30/2018,2018,2,Muslim Group (Afghanistan),6,,0,60,Southern Asia,Afghanistan,Urozgan,Tarinkot,,Tarinkot,1,National-International,1531175870,AFG
33.0517,66.7421,1684214,2,Battle-No change of territory,4,4,AFG11051,11051,6/30/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Urozgan,Chora,,Chora,2,Subnational-International,1531175870,AFG
33.2874,69.9128,1684215,7,Riots/Protests,0,4,AFG11052,11052,6/30/2018,2018,2,Unidentified Tribal Group (Afghanistan),6,,0,60,Southern Asia,Afghanistan,Khost,Gurbuz,,Sekhamir Kalay,2,Subnational-International,1531175870,AFG
31.8209,64.57,1684216,2,Battle-No change of territory,7,4,AFG11053,11053,6/30/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,,Girishk,2,Subnational-International,1531175870,AFG
34.5167,69.1833,1684217,7,Riots/Protests,0,4,AFG11054,11054,6/30/2018,2018,2,,6,,0,60,Southern Asia,Afghanistan,Kabul,Kabul,,Kabul,1,National-International,1531175870,AFG
33.3435,68.8297,1684218,2,Battle-No change of territory,3,4,AFG11055,11055,6/30/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Paktika,Mata Khan,,Shor Kachah,2,National-International,1531175870,AFG
33.4618,70.2172,1684219,6,Remote violence,3,4,AFG11056,11056,6/30/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Khost,Tere Zayi,,Babrak Tana,2,National-International,1531175870,AFG
35.9213,64.7841,1671220,2,Battle-No change of territory,2,4,AFG11004,11004,6/29/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Faryab,Maymana,,Maymana,3,National,1530558314,AFG
31.5938,64.3716,1671221,2,Battle-No change of territory,2,4,AFG11005,11005,6/29/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,3,National,1530558314,AFG
34.5167,69.1833,1671222,2,Battle-No change of territory,2,4,AFG11006,11006,6/29/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Kabul,Kabul,,Kabul,1,National,1530558314,AFG
36.729,68.857,1671223,2,Battle-No change of territory,2,4,AFG11007,11007,6/29/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Kunduz,,Kunduz,3,National,1530558314,AFG
36.7341,69.5336,1671224,2,Battle-No change of territory,2,4,AFG11008,11008,6/29/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Takhar,Taluqan,,Taloqan,3,National,1530558314,AFG
31.6133,65.7101,1671225,7,Riots/Protests,0,4,AFG11009,11009,6/29/2018,2018,2,Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),6,,0,60,Southern Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,3,National-International,1530558314,AFG
33.9953,69.0227,1671226,7,Riots/Protests,0,4,AFG11010,11010,6/29/2018,2018,2,Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),6,,0,60,Southern Asia,Afghanistan,Logar,Pul i Alam,,Puli Alam,3,National-International,1530558314,AFG
35.4206,70.9226,1671227,7,Riots/Protests,0,4,AFG11011,11011,6/29/2018,2018,2,Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),6,,0,60,Southern Asia,Afghanistan,Nuristan,Parun,,Parun,3,National-International,1530558314,AFG
35.0166,69.174,1671229,7,Riots/Protests,0,4,AFG11013,11013,6/29/2018,2018,2,Unidentified Tribal Group (Afghanistan); Muslim Group (Afghanistan),6,,0,60,Southern Asia,Afghanistan,Parwan,Chaharikar,,Charikar,3,National-International,1530558314,AFG
34.9874,63.1289,1671230,2,Battle-No change of territory,3,4,AFG11014,11014,6/29/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Badghis,Qala i Naw,,Qala i Naw,3,National,1530558314,AFG
33.5508,68.4225,1671231,2,Battle-No change of territory,3,4,AFG11015,11015,6/29/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,3,National,1530558314,AFG
34.6714,70.2094,1671232,2,Battle-No change of territory,3,4,AFG11016,11016,6/29/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Laghman,Mehtar Lam,,Mehtar Lam,3,National,1530558314,AFG
34.4265,70.4515,1671233,2,Battle-No change of territory,3,4,AFG11017,11017,6/29/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,3,National,1530558314,AFG
35.0636,64.1492,1671234,6,Remote violence,12,4,AFG11018,11018,6/29/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Badghis,Jawand,,Jawand,2,International,1530558314,AFG
35.3821,64.7566,1671235,2,Battle-No change of territory,1,4,AFG11019,11019,6/29/2018,2018,1,,2,,3,23,Southern Asia,Afghanistan,Faryab,Kohistan,,Qala,2,International,1530558314,AFG
34.3697,63.1764,1671236,6,Remote violence,2,4,AFG11020,11020,6/29/2018,2018,2,,2,,7,27,Southern Asia,Afghanistan,Herat,Obe,,Obe,2,National,1530558314,AFG
34.512,68.9444,1684193,2,Battle-No change of territory,1,4,AFG11021,11021,6/29/2018,2018,1,,2,,8,28,Southern Asia,Afghanistan,Kabul,Paghman,,Arghandih-e Pain,2,National,1531175870,AFG
34.8731,71.147,1671238,2,Battle-No change of territory,7,4,AFG11022,11022,6/29/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Kunar,Asadabad,,Asadabad,3,National,1530558314,AFG
34.0923,70.469,1671239,6,Remote violence,3,4,AFG11023,11023,6/29/2018,2018,1,Military Forces of United States,8,,2,28,Southern Asia,Afghanistan,Nangarhar,Dih Bala,,Dih Bala,2,National-International,1530558314,AFG
34.1995,70.8585,1671240,6,Remote violence,3,4,AFG11024,11024,6/29/2018,2018,1,Military Forces of United States,8,,2,28,Southern Asia,Afghanistan,Nangarhar,Dih Bala,,Gorgori,2,National-International,1530558314,AFG
