latitude,longitude,data_id,event_type_code,event_type,fatalities,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,assoc_actor_1,inter1,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,geo_precision,source_scale,timestamp,iso3
34.2409,70.1827,1724657,2,Battle-No change of territory,3,4,AFG11582,11582,7/21/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Nangarhar,Khogyani,,Kaga,2,National,1532455204,AFG
36.97,68.57,1724673,2,Battle-No change of territory,2,4,AFG11598,11598,7/21/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Kunduz,Qalay i Zal,,Aq Tapa,2,National,1532455204,AFG
36.0649,69.1334,1724686,2,Battle-No change of territory,3,4,AFG11611,11611,7/21/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Baghlan,Nahrin,,Nahrin,2,International,1532455204,AFG
35.9774,65.3783,1724824,3,Battle-Non-state actor overtakes territory,0,4,AFG11749,11749,7/21/2018,2018,2,,2,,2,22,Southern Asia,Afghanistan,Jowzjan,Darzab,,Darzab,2,Other,1532455204,AFG
34.949,70.7822,1724825,2,Battle-No change of territory,11,4,AFG11750,11750,7/21/2018,2018,2,,2,,2,22,Southern Asia,Afghanistan,Kunar,Chapa Dara,,Chapa Dara,2,National,1532455204,AFG
35.22,71.5228,1724826,2,Battle-No change of territory,3,4,AFG11751,11751,7/21/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Kunar,Nari,,Nari,2,National,1532455204,AFG
34.2998,70.378,1724828,2,Battle-No change of territory,3,4,AFG11753,11753,7/21/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Achin,,Sra Kala,2,National,1532455204,AFG
34.4265,70.4515,1724829,6,Remote violence,0,4,AFG11754,11754,7/21/2018,2018,2,,3,,7,37,Southern Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,3,National,1532455204,AFG
34.0566,70.8261,1724831,2,Battle-No change of territory,1,4,AFG11756,11756,7/21/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Nazyan,,Nazyan,2,National,1532455204,AFG
37.2216,69.4975,1724832,8,Strategic development,0,4,AFG11757,11757,7/21/2018,2018,1,,2,,0,20,Southern Asia,Afghanistan,Takhar,Dashti Qala,,Dashti Qala,2,National-International,1532455204,AFG
33.3246,68.4407,1724579,2,Battle-No change of territory,0,4,AFG11504,11504,7/20/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Andar,,Miray,2,National,1532455204,AFG
36.3041,66.8573,1724596,2,Battle-No change of territory,1,4,AFG11521,11521,7/20/2018,2018,1,,2,Militia (Pro-Government),1,12,Southern Asia,Afghanistan,Balkh,Sholgara,,Sholgara,2,National,1532455204,AFG
34.4915,69.2473,1724597,2,Battle-No change of territory,1,4,AFG11522,11522,7/20/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Kabul,Bagrami,,Qalah-ye Noman,2,National-International,1532455204,AFG
33.5748,68.1941,1724660,2,Battle-No change of territory,2,4,AFG11585,11585,7/20/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Jeghatoo,,Jeghatoo,2,National-International,1532455204,AFG
31.6133,65.7101,1724726,6,Remote violence,0,4,AFG11651,11651,7/20/2018,2018,1,,2,,7,27,Southern Asia,Afghanistan,Kandahar,Kandahar,,Kandahar,3,National,1532455204,AFG
34.0923,70.469,1724728,6,Remote violence,3,4,AFG11653,11653,7/20/2018,2018,1,,8,,2,28,Southern Asia,Afghanistan,Nangarhar,Dih Bala,,Dih Bala,2,National,1532455204,AFG
37.0704,69.2984,1724743,6,Remote violence,7,4,AFG11668,11668,7/20/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Archi,,Archi,2,National-International,1532455204,AFG
37.189,68.9364,1724804,2,Battle-No change of territory,14,4,AFG11729,11729,7/20/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Imam Sahib,,Imam Sahib,2,National-International,1532455204,AFG
33.5508,68.4225,1724812,2,Battle-No change of territory,45,4,AFG11737,11737,7/20/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,3,National,1532455204,AFG
35.9774,65.3783,1724814,2,Battle-No change of territory,17,4,AFG11739,11739,7/20/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Jowzjan,Darzab,,Darzab,2,International,1532455204,AFG
34.5167,69.1833,1724816,7,Riots/Protests,0,4,AFG11741,11741,7/20/2018,2018,2,,6,,0,60,Southern Asia,Afghanistan,Kabul,Kabul,,Kabul,1,National-International,1532455204,AFG
36.06,64.97,1724817,6,Remote violence,1,4,AFG11742,11742,7/20/2018,2018,1,,3,Farmers (Afghanistan),7,37,Southern Asia,Afghanistan,Faryab,Khwaja Sabz Posh,,Khwaja Sabz Posh,2,National,1532455204,AFG
36.691,68.7965,1724819,1,Battle-Government regains territory,8,4,AFG11744,11744,7/20/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Chardara,,Chardara,2,National-International,1532455204,AFG
32.5555,67.0371,1724822,2,Battle-No change of territory,4,4,AFG11747,11747,7/20/2018,2018,1,Taliban,1,,1,11,Southern Asia,Afghanistan,Zabul,Arghandab,,Arghandab,2,National,1532455204,AFG
37.1587,68.9567,1724588,2,Battle-No change of territory,0,4,AFG11513,11513,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Imam Sahib,,Qerghiz,1,National,1532455204,AFG
34.9844,70.9051,1724603,9,Violence against civilians,0,4,AFG11528,11528,7/19/2018,2018,2,,2,Labour Group (Afghanistan),7,27,Southern Asia,Afghanistan,Kunar,Dara i Pech,,Dara i Pech,2,National,1532455204,AFG
37.189,68.9364,1724646,2,Battle-No change of territory,1,4,AFG11571,11571,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Imam Sahib,,Imam Sahib,2,National,1532455204,AFG
37.1431,68.9501,1724650,2,Battle-No change of territory,1,4,AFG11575,11575,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Imam Sahib,,Joy-e-Begum,1,National,1532455204,AFG
34.0923,70.469,1724674,6,Remote violence,3,4,AFG11599,11599,7/19/2018,2018,1,Military Forces of United States,8,,2,28,Southern Asia,Afghanistan,Nangarhar,Dih Bala,,Dih Bala,2,National-International,1532455204,AFG
36.691,68.7965,1724695,6,Remote violence,12,4,AFG11620,11620,7/19/2018,2018,1,,1,,7,17,Southern Asia,Afghanistan,Kunduz,Chardara,,Chardara,2,National-International,1532455204,AFG
33.4239,69.3768,1724697,2,Battle-No change of territory,3,4,AFG11622,11622,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Paktia,Shwak,,Shwak,2,National,1532455204,AFG
34.0004,68.7135,1724721,2,Battle-No change of territory,4,4,AFG11646,11646,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Wardak,Saydabad,,Saydabad,2,National,1532455204,AFG
36.6676,65.7529,1724731,7,Riots/Protests,0,4,AFG11656,11656,7/19/2018,2018,2,JMI: Junbish-i-Milli Islami,6,,0,60,Southern Asia,Afghanistan,Jowzjan,Shibirghan,,Shibirghan,3,National,1532455204,AFG
31.9055,66.5167,1724773,2,Battle-No change of territory,6,4,AFG11698,11698,7/19/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Zabul,Tarnak Wa Jaldak,,Tarnak Wa Jaldak,2,National-International,1532455204,AFG
37.189,68.9364,1724783,2,Battle-No change of territory,17,4,AFG11708,11708,7/19/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Kunduz,Imam Sahib,,Imam Sahib,2,National-International,1532455204,AFG
31.0058,66.4,1724792,2,Battle-No change of territory,4,4,AFG11717,11717,7/19/2018,2018,1,,3,,1,13,Southern Asia,Afghanistan,Kandahar,Spin Boldak,,Spin Boldak,2,National,1532455204,AFG
34.8731,71.147,1724793,2,Battle-No change of territory,14,4,AFG11718,11718,7/19/2018,2018,2,,2,,2,22,Southern Asia,Afghanistan,Kunar,Asadabad,,Asadabad,3,National,1532455204,AFG
32.6357,62.4654,1724797,2,Battle-No change of territory,9,4,AFG11722,11722,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Farah,Bala Buluk,,Bala Buluk,2,National,1532455204,AFG
37.0704,69.2984,1724799,2,Battle-No change of territory,9,4,AFG11724,11724,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Archi,,Archi,2,National,1532455204,AFG
34.4265,70.4515,1724802,8,Strategic development,0,4,AFG11727,11727,7/19/2018,2018,2,,3,,0,30,Southern Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,3,National-International,1532455204,AFG
34.2409,70.1827,1724803,6,Remote violence,0,4,AFG11728,11728,7/19/2018,2018,2,,2,,2,22,Southern Asia,Afghanistan,Nangarhar,Khogyani,,Kaga,2,National-International,1532455204,AFG
33.4378,69.0277,1724805,2,Battle-No change of territory,27,4,AFG11730,11730,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Paktia,Zurmat,,Zurmat,2,National,1532455204,AFG
34.4167,70.35,1724806,2,Battle-No change of territory,31,4,AFG11731,11731,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kandahar,Maruf,,Maruf,2,National,1532455204,AFG
32.5215,67.4132,1724807,2,Battle-No change of territory,31,4,AFG11732,11732,7/19/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Zabul,Shah Joy,,Shah Joy,2,National,1532455204,AFG
33.198,68.108,1724823,2,Battle-No change of territory,14,4,AFG11748,11748,7/19/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Qarabagh,,Qarabagh,2,National-International,1532455204,AFG
36.5295,71.3441,1724830,2,Battle-No change of territory,62,4,AFG11755,11755,7/19/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Badakshan,Zebak,,Zebak,2,National,1532455204,AFG
34.9844,70.9051,1724578,2,Battle-No change of territory,0,4,AFG11503,11503,7/18/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Kunar,Dara i Pech,,Dara i Pech,2,National,1532455204,AFG
34.5167,69.1833,1724617,2,Battle-No change of territory,1,4,AFG11542,11542,7/18/2018,2018,1,,2,Military Forces of Afghanistan (2004-),7,27,Southern Asia,Afghanistan,Kabul,Kabul,,Kabul,1,National,1532455204,AFG
33.0517,66.7421,1724638,2,Battle-No change of territory,2,4,AFG11563,11563,7/18/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Urozgan,Chora,,Chora,2,Subnational-International,1532455204,AFG
34.3956,68.8662,1724656,2,Battle-No change of territory,3,4,AFG11581,11581,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Wardak,Maidan Shar,,Maidan Shar,1,National-International,1532455204,AFG
34.0004,68.7135,1724665,2,Battle-No change of territory,5,4,AFG11590,11590,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Wardak,Saydabad,,Saydabad,2,National-International,1532455204,AFG
36.7564,66.8972,1724667,7,Riots/Protests,0,4,AFG11592,11592,7/18/2018,2018,1,JMI: Junbish-i-Milli Islami,6,,0,60,Southern Asia,Afghanistan,Balkh,Balkh,,Balkh,3,National,1532455204,AFG
33.9953,69.0227,1724680,6,Remote violence,0,4,AFG11605,11605,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Logar,Pul i Alam,,Puli Alam,2,National-International,1532455204,AFG
33.5508,68.4225,1724681,2,Battle-No change of territory,6,4,AFG11606,11606,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,3,National-International,1532455204,AFG
36.06,64.97,1724692,2,Battle-No change of territory,7,4,AFG11617,11617,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Faryab,Khwaja Sabz Posh,,Khwaja Sabz Posh,2,National-International,1532455204,AFG
33.4378,69.0277,1724693,6,Remote violence,5,4,AFG11618,11618,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Paktia,Zurmat,,Zurmat,2,National-International,1532455204,AFG
33.5508,68.4225,1724700,2,Battle-No change of territory,8,4,AFG11625,11625,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Ghazni,Ghazni,,Ghazni,2,National-International,1532455204,AFG
32.0849,66.0004,1724705,2,Battle-No change of territory,8,4,AFG11630,11630,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Kandahar,Shah Wali Kot,,Shah Wali Kot,2,National-International,1532455204,AFG
35.9213,64.7841,1724718,7,Riots/Protests,0,4,AFG11643,11643,7/18/2018,2018,1,JMI: Junbish-i-Milli Islami,6,,0,60,Southern Asia,Afghanistan,Faryab,Maymana,,Maymana,1,National,1532455204,AFG
35.9774,65.3783,1724744,2,Battle-No change of territory,63,4,AFG11669,11669,7/18/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Jowzjan,Darzab,,Darzab,2,National-International,1532455204,AFG
35.6875,64.2932,1724770,2,Battle-No change of territory,6,4,AFG11695,11695,7/18/2018,2018,2,Taliban,1,,1,11,Southern Asia,Afghanistan,Faryab,Qaysar,,Qaysar,2,National-International,1532455204,AFG
34.3956,68.8662,1724771,2,Battle-No change of territory,12,4,AFG11696,11696,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Wardak,Maidan Shar,,Maidan Shar,3,National-International,1532455204,AFG
32.3823,66.3382,1724775,6,Remote violence,4,4,AFG11700,11700,7/18/2018,2018,1,,3,,1,13,Southern Asia,Afghanistan,Kandahar,Miyanishin,,Miyanishin,2,National-International,1532455204,AFG
31.0058,66.4,1724777,2,Battle-No change of territory,5,4,AFG11702,11702,7/18/2018,2018,1,,3,,1,13,Southern Asia,Afghanistan,Kandahar,Spin Boldak,,Spin Boldak,2,National,1532455204,AFG
34.4708,68.6544,1724779,6,Remote violence,0,4,AFG11704,11704,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Wardak,Jalrez,,Jalrez,2,National-International,1532455204,AFG
32.1058,66.9083,1724780,6,Remote violence,0,4,AFG11705,11705,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Zabul,Qalat,,Qalat,2,National-International,1532455204,AFG
31.5938,64.3716,1724781,2,Battle-No change of territory,7,4,AFG11706,11706,7/18/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,1,National-International,1532455204,AFG
32.4457,64.7449,1724568,2,Battle-No change of territory,0,4,AFG11493,11493,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Helmand,Musa Qala,,Musa Qala,2,National,1532455204,AFG
36.7081,71.5729,1724577,2,Battle-No change of territory,0,4,AFG11502,11502,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Badakshan,Ishkashim,,Ishkashim,2,National,1532455204,AFG
32.6232,65.4579,1724585,2,Battle-No change of territory,1,4,AFG11510,11510,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Deh Rahwod,,Deh Rahwod,2,National,1532455204,AFG
32.4878,62.0576,1724593,2,Battle-No change of territory,2,4,AFG11518,11518,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Farah,Pusht Rod,,Pusht Rod,2,National,1532455204,AFG
31.6323,64.2645,1724605,2,Battle-No change of territory,3,4,AFG11530,11530,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Nad Ali,,Nad-e Ali,2,National,1532455204,AFG
31.8209,64.57,1724609,2,Battle-No change of territory,3,4,AFG11534,11534,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,,Girishk,2,National,1532455204,AFG
34.9504,70.071,1724620,2,Battle-No change of territory,4,4,AFG11545,11545,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Laghman,Dawlat Shah,,Dawlat Shah,2,National,1532455204,AFG
33.9953,69.0227,1724631,2,Battle-No change of territory,4,4,AFG11556,11556,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Logar,Pul i Alam,,Puli Alam,3,National,1532455204,AFG
36.7341,69.5336,1724651,7,Riots/Protests,0,4,AFG11576,11576,7/17/2018,2018,2,JMI: Junbish-i-Milli Islami,6,,0,60,Southern Asia,Afghanistan,Takhar,Taluqan,,Taloqan,3,National,1532455204,AFG
33.3246,68.4407,1724696,2,Battle-No change of territory,3,4,AFG11621,11621,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Ghazni,Andar,,Miray,2,National,1532455204,AFG
35.9774,65.3783,1724716,2,Battle-No change of territory,63,4,AFG11641,11641,7/17/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Jowzjan,Darzab,,Darzab,2,National-International,1532455204,AFG
31.5938,64.3716,1724720,6,Remote violence,5,4,AFG11645,11645,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,1,National,1532455204,AFG
33.0517,66.7421,1724722,2,Battle-No change of territory,4,4,AFG11647,11647,7/17/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Urozgan,Chora,,Chora,2,Subnational-International,1532455204,AFG
31.8209,64.57,1724736,6,Remote violence,6,4,AFG11661,11661,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,,Girishk,2,National,1532455204,AFG
32.9299,66.6891,1724738,2,Battle-No change of territory,5,4,AFG11663,11663,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Khas Uruzgan,,Khas Uruzgan,2,National,1532455204,AFG
32.0728,64.8359,1724740,6,Remote violence,5,4,AFG11665,11665,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Helmand,Sangin,,Sangin,2,National,1532455204,AFG
32.6268,65.8733,1724741,2,Battle-No change of territory,5,4,AFG11666,11666,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,,Tarinkot,1,National,1532455204,AFG
35.0164,69.3445,1724745,2,Battle-No change of territory,15,4,AFG11670,11670,7/17/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Kapisa,Mahmud Raqi,,Mahmud-e-Raqi,3,National,1532455204,AFG
37.0704,69.2984,1724747,6,Remote violence,7,4,AFG11672,11672,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Archi,,Archi,2,National,1532455204,AFG
34.2998,70.378,1724755,2,Battle-No change of territory,7,4,AFG11680,11680,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Achin,,Sra Kala,2,National,1532455204,AFG
34.2774,70.3618,1724756,2,Battle-No change of territory,6,4,AFG11681,11681,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Chaparhar,,Chaparhar,2,National,1532455204,AFG
34.1032,70.4607,1724757,2,Battle-No change of territory,7,4,AFG11682,11682,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Kot,,Kot,2,National,1532455204,AFG
34.2001,70.2781,1724758,2,Battle-No change of territory,6,4,AFG11683,11683,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Pachir Wa Agam,,Pachir Wa Agam,2,National,1532455204,AFG
35.9339,66.593,1724760,9,Violence against civilians,16,4,AFG11685,11685,7/17/2018,2018,1,,2,Taliban,7,27,Southern Asia,Afghanistan,Sar-e Pol,Sayyad,,Sayyad,2,National-International,1532455204,AFG
31.5938,64.3716,1724766,2,Battle-No change of territory,7,4,AFG11691,11691,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,1,National,1532455204,AFG
36.729,68.857,1724769,7,Riots/Protests,0,4,AFG11694,11694,7/17/2018,2018,1,,6,,0,60,Southern Asia,Afghanistan,Kunduz,Kunduz,,Kunduz,1,National,1532455204,AFG
37.1587,68.9567,1724789,2,Battle-No change of territory,9,4,AFG11714,11714,7/17/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Kunduz,Imam Sahib,,Qerghiz,2,National-International,1532455204,AFG
36.729,68.857,1724790,7,Riots/Protests,0,4,AFG11715,11715,7/17/2018,2018,2,,6,,0,60,Southern Asia,Afghanistan,Kunduz,Kunduz,,Kunduz,3,National-International,1532455204,AFG
31.8209,64.57,1724795,2,Battle-No change of territory,8,4,AFG11720,11720,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,,Girishk,2,National,1532455204,AFG
32.6268,65.8733,1724800,2,Battle-No change of territory,14,4,AFG11725,11725,7/17/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,,Tarinkot,3,National,1532455204,AFG
37.189,68.9364,1724808,2,Battle-No change of territory,10,4,AFG11733,11733,7/17/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Kunduz,Imam Sahib,,Imam Sahib,2,National-International,1532455204,AFG
37.1431,68.9501,1724809,2,Battle-No change of territory,10,4,AFG11734,11734,7/17/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Kunduz,Imam Sahib,,Joy-e-Begum,2,National-International,1532455204,AFG
32.7933,69.0866,1724813,2,Battle-No change of territory,10,4,AFG11738,11738,7/17/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Paktika,Sarobi,,Sarobi,2,National,1532455204,AFG
36.691,68.7965,1724818,6,Remote violence,7,4,AFG11743,11743,7/17/2018,2018,2,,1,,2,12,Southern Asia,Afghanistan,Kunduz,Chardara,,Chardara,2,National,1532455204,AFG
34.1996,70.1622,1724567,6,Remote violence,3,4,AFG11492,11492,7/16/2018,2018,1,Military Forces of United States,8,,2,28,Southern Asia,Afghanistan,Nangarhar,Khogyani,,Wazir,2,National-International,1532455204,AFG
33.3029,62.1474,1724576,2,Battle-No change of territory,0,4,AFG11501,11501,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Herat,Shindand,,Shindand,2,National,1532455204,AFG
32.5215,67.4132,1724613,2,Battle-No change of territory,4,4,AFG11538,11538,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Zabul,Shah Joy,,Shah Joy,2,National,1532455204,AFG
34.5167,69.1833,1724642,7,Riots/Protests,0,4,AFG11567,11567,7/16/2018,2018,1,JMI: Junbish-i-Milli Islami,6,,0,60,Southern Asia,Afghanistan,Kabul,Kabul,,Kabul,1,National-International,1532455204,AFG
36.7341,69.5336,1724644,7,Riots/Protests,0,4,AFG11569,11569,7/16/2018,2018,1,JMI: Junbish-i-Milli Islami,6,,0,60,Southern Asia,Afghanistan,Takhar,Taluqan,,Taloqan,1,National,1532455204,AFG
32.1082,61.3779,1724699,2,Battle-No change of territory,8,4,AFG11624,11624,7/16/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Farah,Shib Koh,,Shib Koh,2,National,1532455204,AFG
36.5295,71.3441,1724707,2,Battle-No change of territory,9,4,AFG11632,11632,7/16/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Badakshan,Zebak,,Zebak,2,National-International,1532455204,AFG
31.5938,64.3716,1724708,2,Battle-No change of territory,8,4,AFG11633,11633,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Lashkargah,,Lashkargah,1,National,1532455204,AFG
34.4167,70.35,1724710,6,Remote violence,62,4,AFG11635,11635,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Kandahar,Maruf,,Maruf,2,International,1532455204,AFG
32.6357,62.4654,1724712,2,Battle-No change of territory,9,4,AFG11637,11637,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Farah,Bala Buluk,,Bala Buluk,2,National,1532455204,AFG
31.3918,64.319,1724713,2,Battle-No change of territory,9,4,AFG11638,11638,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Nawa-e Barakzayi,,Nawa-e Barakzayi,2,National,1532455204,AFG
32.0728,64.8359,1724714,2,Battle-No change of territory,9,4,AFG11639,11639,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Helmand,Sangin,,Sangin,2,National,1532455204,AFG
35.9774,65.3783,1724715,2,Battle-No change of territory,12,4,AFG11640,11640,7/16/2018,2018,1,,2,,2,22,Southern Asia,Afghanistan,Jowzjan,Darzab,,Darzab,2,National,1532455204,AFG
34.5167,69.1833,1724717,2,Battle-No change of territory,1,4,AFG11642,11642,7/16/2018,2018,1,,1,,3,13,Southern Asia,Afghanistan,Kabul,Kabul,,Kabul,1,International,1532455204,AFG
33.3156,66.5997,1724719,2,Battle-No change of territory,4,4,AFG11644,11644,7/16/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Kandahar,Spin Boldak,,Lakaray,1,National,1532455204,AFG
33.4333,70.1167,1724724,2,Battle-No change of territory,9,4,AFG11649,11649,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Khost,Jaji Maydan,,Jaji Maydan,2,National,1532455204,AFG
34.2998,70.378,1724725,6,Remote violence,3,4,AFG11650,11650,7/16/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Nangarhar,Achin,,Sra Kala,2,National-International,1532455204,AFG
36.06,64.97,1724746,6,Remote violence,7,4,AFG11671,11671,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Faryab,Khwaja Sabz Posh,,Khwaja Sabz Posh,2,National-International,1532455204,AFG
35.7121,65.2258,1724754,2,Battle-No change of territory,16,4,AFG11679,11679,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Faryab,Gurziwan,,Gurziwan,2,National-International,1532455204,AFG
31.0058,66.4,1724759,2,Battle-No change of territory,5,4,AFG11684,11684,7/16/2018,2018,1,,2,,1,12,Southern Asia,Afghanistan,Kandahar,Spin Boldak,,Spin Boldak,2,National,1532455204,AFG
34.2409,70.1827,1724763,2,Battle-No change of territory,20,4,AFG11688,11688,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Nangarhar,Khogyani,,Kaga,2,National,1532455204,AFG
33.4378,69.0277,1724787,2,Battle-No change of territory,30,4,AFG11712,11712,7/16/2018,2018,1,,2,Police Forces of Afghanistan (2004-),1,12,Southern Asia,Afghanistan,Paktia,Zurmat,,Zurmat,2,National-International,1532455204,AFG
31.7333,65.1333,1724791,2,Battle-No change of territory,8,4,AFG11716,11716,7/16/2018,2018,1,,1,,2,12,Southern Asia,Afghanistan,Kandahar,Maywand,,Maywand,2,National,1532455204,AFG
33.4657,68.9581,1724801,6,Remote violence,4,4,AFG11726,11726,7/16/2018,2018,1,,8,,2,28,Southern Asia,Afghanistan,Paktia,Zurmat,,Dowlat Zai,2,National-International,1532455204,AFG
34.4265,70.4515,1724810,6,Remote violence,2,4,AFG11735,11735,7/16/2018,2018,2,,3,,7,37,Southern Asia,Afghanistan,Nangarhar,Jalalabad,,Jalalabad,3,National,1532455204,AFG
31.5667,66.5,1724827,2,Battle-No change of territory,31,4,AFG11752,11752,7/16/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Kandahar,Arghistan,,Arghistan,2,National-International,1532455204,AFG
34.5167,69.1833,1724566,9,Violence against civilians,8,4,AFG11491,11491,7/15/2018,2018,1,,2,Government of Afghanistan (2004-); Military Forces of Afghanistan (2004-),7,27,Southern Asia,Afghanistan,Kabul,Kabul,,Kabul,1,National-International,1532455204,AFG
32.3745,62.1164,1724574,2,Battle-No change of territory,1,4,AFG11499,11499,7/15/2018,2018,2,,2,,1,12,Southern Asia,Afghanistan,Farah,Farah,,Farah,1,National-International,1532455204,AFG
